FID,MUN_CD_MUN,MUN_NM_MUN,MUN_UF,MUN_NM_PRE,MUN_SIGLA_,MUN_POPU_2,MUN_ICS,MUN_IFSUTI,MUN_ISCST,MUN_C_GERA,MUN_C_REMA,MUN_EFIC_1,MUN_ICT_FI
2806,3160702,Santos Dumont,MG,Companhia de Saneamento de Minas Gerais,COPASA,42456,76.1205227493,0.22749273959,23.651984511,2292,2289,0.136495644,0
2807,3160801,São Bento Abade,MG,Prefeitura Municipal de São Bento Abade,PM,4551,97.9235488438,0.25955639453,1.816894762,245,245,0.155733837,0
2808,3160900,São Brás do Suaçuí,MG,Prefeitura Municipal de São Brás do Suaçuí,PM,3272,1.82166826462,49.1211249601,49.057206775,176,124,29.472674976,0
2809,3160959,São Domingos das Dores,MG,Prefeitura Municipal de São Domingos das Dores,PM,2680,0,0.11636927851,3.374709077,144,53,62.800620636,96.5089216447
2810,3161007,São Domingos do Prata,MG,Prefeitura Municipal de São Domingos do Prata,PM,10780,86.6634935745,0.50452165635,12.831984769,582,580,0.302712994,0
2811,3161056,São Félix de Minas,MG,Prefeitura Municipal de São Félix de Minas,PM,2142,39.8994734323,2.10627094303,18.094782192,115,84,27.198420297,39.8994734323
2812,3161106,São Francisco,MG,Companhia de Saneamento de Minas Gerais,COPASA,36034,0,1.85943164542,51.410568355,1945,1300,33.177111987,46.73
2813,3161205,São Francisco de Paula,MG,Prefeitura Municipal de São Francisco de Paula,PM,4782,93.4422704795,0.3225112879,6.235218233,258,257,0.193506773,0
2814,3161304,São Francisco de Sales,MG,Prefeitura Municipal de São Francisco de Sales,PM,4552,87.7654662973,6.07109879963,6.163434903,245,236,3.64265928,0
2815,3161403,São Francisco do Glória,MG,Prefeitura Municipal de São Francisco do Glória,PM,3152,93.8378033206,0.0319284802,6.130268199,170,170,0.019157088,0
2816,3161502,São Geraldo,MG,Prefeitura Municipal de São Geraldo,PM,7918,96.2035763411,0.11004126548,3.686382393,427,427,0.066024759,0
2817,3161601,São Geraldo da Piedade,MG,Prefeitura Municipal de São Geraldo da Piedade,PM,1050,65.1802656546,0,34.819734345,56,56,0,0
2818,3161650,São Geraldo do Baixio,MG,Prefeitura Municipal de São Geraldo do Baixio,PM,2618,0,0.65573770492,14.631147541,141,98,30.043032787,84.7131147541
2819,3161700,São Gonçalo do Abaeté,MG,Companhia de Saneamento de Minas Gerais,COPASA,4426,80.9261036468,0.14395393474,18.929942418,239,238,0.086372361,0
2820,3161809,São Gonçalo do Pará,MG,Prefeitura Municipal de São Gonçalo do Pará,PM,8642,91.0175879397,0.64070351759,8.341708543,466,464,0.384422111,0
2821,3161908,São Gonçalo do Rio Abaixo,MG,Prefeitura Municipal de São Gonçalo do Rio Abaixo,PM,4938,84.4912884491,0.17208001721,15.336631534,266,266,0.10324801,0
2822,3162005,São Gonçalo do Sapucaí,MG,Prefeitura Municipal de São Gonçalo do Sapucaí,PM,20651,95.7096545436,0.63316786546,3.657177591,1115,1110,0.379900719,0
2823,3162104,São Gotardo,MG,Companhia de Saneamento de Minas Gerais,COPASA,31908,83.187518712,1.04121619374,15.771265094,1723,1712,0.624729716,0
2824,3162203,São João Batista do Glória,MG,Serviço de Autônomo de Água e Esgoto,SAAE,5895,99.4471196718,0.19618334225,0.356696986,318,317,0.117710005,0
2825,3162252,São João da Lagoa,MG,Prefeitura Municipal de São João da Lagoa,PM,2541,0.24640657084,0.04106776181,99.712525667,137,137,0.024640657,0
2826,3162302,São João da Mata,MG,Prefeitura Municipal de São João da Mata,PM,1801,96.9178082192,0.45662100457,2.625570776,97,96,0.273972603,0
2827,3162401,São João da Ponte,MG,Companhia de Saneamento de Minas Gerais,COPASA,9140,0,0.79713493531,90.082865065,493,449,8.856824961,9.12
2828,3162450,São João das Missões,MG,Prefeitura Municipal de São João das Missões,PM,2593,0.61324611611,1.34914145544,98.037612428,140,138,0.809484873,0
2829,3162500,São João del Rei,MG,Companhia de Saneamento de Minas Gerais,COPASA,83578,61.2245866241,0.90035939241,11.019640608,4513,3488,22.695931671,26.8554133759
2830,3162559,São João do Manhuaçu,MG,Companhia de Saneamento de Minas Gerais,COPASA,5121,80.9196837287,0.02080732418,19.059508947,276,276,0.012484395,0
2831,3162575,São João do Manteninha,MG,Serviço Autônomo de Água e Esgoto,SAAE,3097,98.3820998279,0.10327022375,1.514629948,167,167,0.061962134,0
2832,3162609,São João do Oriente,MG,Prefeitura Municipal de São João do Oriente,PM,6397,91.7628458498,0.09486166008,8.14229249,345,345,0.056916996,0
2833,3162658,São João do Pacuí,MG,Prefeitura Municipal de São João do Pacuí,PM,2023,0.15616866216,4.58094742322,95.262883915,109,106,2.748568454,0
2834,3162708,São João do Paraíso,MG,Companhia de Saneamento de Minas Gerais,COPASA,12382,0,0.85979482169,54.490205178,668,415,37.905786893,44.65
2835,3162807,São João Evangelista,MG,Prefeitura Municipal de São João Evangelista,PM,10417,81.8361693708,3.4329244163,14.730906213,562,550,2.05975465,0
2836,3162906,São João Nepomuceno,MG,Prefeitura Municipal de São João Nepomuceno,PM,24840,92.5655548563,1.39710509755,6.037340046,1341,1330,0.838263059,0
2837,3162922,São Joaquim de Bicas,MG,Companhia de Saneamento de Minas Gerais,COPASA,20439,37.1247377,15.7481585031,45.661841497,1103,984,10.767191593,1.4652623
2838,3162948,São José da Barra,MG,Prefeitura Municipal de São José da Barra,PM,5166,77.912137311,1.94115243155,4.188802615,278,275,1.164691459,15.957907642
2839,3162955,São José da Lapa,MG,Companhia de Saneamento de Minas Gerais,COPASA,12401,0,13.2368421053,25.403157895,669,259,61.259907705,61.36
2840,3163003,São José da Safira,MG,Prefeitura Municipal de São José da Safira,PM,3065,85.9422750424,1.08658743633,12.971137521,165,164,0.651952462,0
2841,3163102,São José da Varginha,MG,Prefeitura Municipal de São José da Varginha,PM,2574,32.3777403035,16.4839797639,51.138279932,138,125,9.890387858,0
2842,3163201,São José do Alegre,MG,Prefeitura Municipal de São José do Alegre,PM,3022,98.1385729059,0.5170630817,1.344364012,163,162,0.310237849,0
2843,3163300,São José do Divino,MG,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,2802,89.3944954128,1.02752293578,9.577981651,151,150,0.616513761,0
2844,3163409,São José do Goiabal,MG,Prefeitura Municipal de São José do Goiabal,PM,3742,0,0.29818378964,2.521008403,202,201,0.178910274,97.180807807
2845,3163508,São José do Jacuri,MG,Companhia de Saneamento de Minas Gerais,COPASA,2049,94.81555334,0.19940179462,4.985044865,110,110,0.119641077,0
2846,3163607,São José do Mantimento,MG,Prefeitura Municipal de São José do Mantimento,PM,1521,98.8957902001,0.7591442374,0.345065562,82,81,0.455486542,0
2847,3163706,São Lourenço,MG,SAAE - Serviço Autônomo de Água e Esgoto São Lourenço,SAAE,44037,100,0,0,2377,2377,0,0
2848,3163805,São Miguel do Anta,MG,Prefeitura Municipal de São Miguel do Anta,PM,3874,85.9583555793,0.32034169781,13.721302723,209,208,0.192205019,0
2849,3163904,São Pedro da União,MG,Prefeitura Municipal de São Pedro da União,PM,2789,95.6850053937,0.03595828839,4.279036318,150,150,0.021574973,0
2850,3164001,São Pedro dos Ferros,MG,Prefeitura Municipal de São Pedro dos Ferros,PM,6816,90.1960784314,0,9.803921569,368,368,0,0
2851,3164100,São Pedro do Suaçuí,MG,Prefeitura Municipal de São Pedro do Suaçuí,PM,2321,73.0234578627,0.5212858384,26.455256299,125,124,0.312771503,0
2852,3164209,São Romão,MG,Prefeitura Municipal de São Romão,PM,7037,0,18.0707991962,76.101406709,379,338,10.842479518,5.82779409491
2853,3164308,São Roque de Minas,MG,Companhia de Saneamento de Minas Gerais,COPASA,4403,84.7465656087,6.53718616769,8.716248224,237,228,3.922311701,0
2854,3164407,São Sebastião da Bela Vista,MG,Prefeitura Municipal de São Sebastião da Bela Vista,PM,3065,93.4925579785,0.51921079959,5.988231222,165,164,0.31152648,0
2855,3164431,São Sebastião da Vargem Alegre,MG,Prefeitura Municipal de São Sebastião da Vargem Alegre,PM,1682,82.2832189644,0,17.716781036,90,90,0,0
2856,3164472,São Sebastião do Anta,MG,Prefeitura Municipal de São Sebastião do Anta,PM,4504,77.5296912114,4.84560570071,17.624703088,243,236,2.90736342,0
2857,3164506,São Sebastião do Maranhão,MG,Companhia de Saneamento de Minas Gerais,COPASA,3278,81.0153846154,7.26153846154,11.723076923,177,169,4.356923077,0
2858,3164605,São Sebastião do Oeste,MG,Prefeitura Municipal de São Sebastião do Oeste,PM,3499,86.1102556206,3.72651678472,10.163227595,188,184,2.235910071,0
2859,3164704,São Sebastião do Paraíso,MG,Companhia de Saneamento de Minas Gerais,COPASA,63217,99.206044735,0.34360248862,0.450352776,3413,3406,0.206161493,0
2860,3164803,São Sebastião do Rio Preto,MG,Prefeitura Municipal de São Sebastião do Rio Preto,PM,881,18.0365296804,0.22831050228,81.735159817,47,47,0.136986301,0
2861,3164902,São Sebastião do Rio Verde,MG,Prefeitura Municipal de São Sebastião do Rio Verde,PM,1381,98.3345950038,0.3785011355,1.286903861,74,74,0.227100681,0
2862,3165008,São Tiago,MG,Companhia de Saneamento de Minas Gerais,COPASA,8787,8.0644519,7.55518828946,22.43481171,474,199,57.930175436,61.9455481
2863,3165107,São Tomás de Aquino,MG,Prefeitura Municipal de São Tomás de Aquino,PM,5650,99.1126403477,0.16298442593,0.724375226,305,304,0.097790656,0
2864,3165206,São Thomé das Letras,MG,Prefeitura Municipal de São Thomé das Letras,PM,4035,99.4814622764,0.46668395126,0.051853772,217,217,0.280010371,0
2865,3165305,São Vicente de Minas,MG,Prefeitura Municipal de São Vicente de Minas,PM,6289,96.936026936,0.15151515152,2.912457912,339,339,0.090909091,0
2866,3165404,Sapucaí-Mirim,MG,Companhia de Saneamento de Minas Gerais,COPASA,4010,94.1052075073,0.76658736453,5.128205128,216,215,0.459952419,0
2867,3165503,Sardoá,MG,Prefeitura Municipal de Sardoá,PM,2127,70.8562844266,0.90135202804,28.242363545,114,114,0.540811217,0
2868,3165537,Sarzedo,MG,Companhia de Saneamento de Minas Gerais,COPASA,28312,75.1941599,3.13723954253,15.272760458,1528,1423,6.904996956,6.3958401
2869,3165552,Setubinha,MG,Prefeitura Municipal de Setubinha,PM,2984,48.8222698073,0.96359743041,50.214132762,161,160,0.578158458,0
2870,3165560,Sem-Peixe,MG,Prefeitura Municipal de Sem-Peixe,PM,1512,85.00331785,0,14.99668215,81,81,0,0
2871,3165578,Senador Amaral,MG,Prefeitura Municipal de Senador Amaral,PM,3207,91.8090938407,1.80586907449,6.385037085,173,171,1.083521445,0
2872,3165602,Senador Cortes,MG,Prefeitura Municipal de Senador Cortes,PM,1556,85.7804232804,0.19841269841,14.021164021,84,83,0.119047619,0
2873,3165701,Senador Firmino,MG,SAAE-Serviço Autônomo de Água e Esgoto,SAAE,4921,68.3749733077,0.76873798847,30.856288704,265,264,0.461242793,0
2874,3165800,Senador José Bento,MG,Prefeitura Municipal de Senador José Bento,PM,660,96.1932650073,0,3.806734993,35,35,0,0
2875,3165909,Senador Modestino Gonçalves,MG,Prefeitura Municipal de Senador Modestino Gonçalves,PM,1799,30.623078203,0,6.322795341,97,53,44.768429784,63.0541264559
2876,3166006,Senhora de Oliveira,MG,SAAE- Serviço Autônomo de Água e Esgoto,SAAE,3360,1,0,0,181,57,68.31,99
2877,3166105,Senhora do Porto,MG,Prefeitura Municipal de Senhora do Porto,PM,1323,78.9269051322,2.56609642302,18.506998445,71,70,1.539657854,0
2878,3166204,Senhora dos Remédios,MG,Prefeitura Municipal de Senhora dos Remédios,PM,3547,96.1516034985,0.34985422741,3.498542274,191,191,0.209912536,0
2879,3166303,Sericita,MG,Prefeitura Municipal de Sericita,PM,3847,81.737493276,2.82409897795,15.438407746,207,204,1.694459387,0
2880,3166402,Seritinga,MG,Prefeitura Municipal de Seritinga,PM,1538,93.8637896156,0.47201618341,5.664194201,83,82,0.28320971,0
2881,3166501,Serra Azul de Minas,MG,Companhia de Saneamento de Minas Gerais,COPASA,1764,79.0643274854,0.11695906433,20.81871345,95,95,0.070175439,0
2882,3166600,Serra da Saudade,MG,Companhia de Saneamento de Minas Gerais,COPASA,533,76.8500948767,0.18975332068,22.960151803,28,28,0.113851992,0
2883,3166709,Serra dos Aimorés,MG,Companhia de Saneamento de Minas Gerais,COPASA,7022,0,3.18866253322,66.861337467,379,298,21.38069752,29.95
2884,3166808,Serra do Salitre,MG,Prefeitura Municipal de Serra do Salitre,PM,8191,95.693101225,0.78658929723,3.520309478,442,440,0.471953578,0
2885,3166907,Serrania,MG,Prefeitura Municipal de Serrania,PM,6782,1.33652220195,0.74513381995,3.102189781,366,69,81.040811359,94.8161541971
2886,3166956,Serranópolis de Minas,MG,Prefeitura Municipal de Serranópolis de Minas,PM,1816,0.17361111111,1.38888888889,98.4375,98,97,0.833333333,0
2887,3167004,Serranos,MG,Prefeitura Municipal de Serranos,PM,1575,84.5755022683,0.32404406999,15.100453662,85,84,0.194426442,0
2888,3167103,Serro,MG,Companhia de Saneamento de Minas Gerais,COPASA,13256,0,2.62117099651,26.328829003,715,233,67.428947598,71.05
2889,3167202,Sete Lagoas,MG,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,222049,87.3,0.58481211355,9.415187886,11990,11749,2.011092508,2.7
2890,3167301,Silveirânia,MG,Prefeitura Municipal de Silveirânia,PM,1481,85.0244926522,0.55983205039,14.415675297,79,79,0.33589923,0
2891,3167400,Silvianópolis,MG,Prefeitura Municipal de Silvianópolis,PM,3779,91.8792866941,2.77091906722,5.349794239,204,200,1.66255144,0
2892,3167509,Simão Pereira,MG,Prefeitura Municipal de Simão Pereira,PM,1550,91.243315508,3.47593582888,5.280748663,83,81,2.085561497,0
2893,3167608,Simonésia,MG,Prefeitura Municipal de Simonésia,PM,7441,79.7632468997,0.93010146561,19.306651635,401,399,0.558060879,0
2894,3167707,Sobrália,MG,Prefeitura Municipal de Sobrália,PM,4176,80.1162509082,0.24218939211,19.6415597,225,225,0.145313635,0
2895,3167806,Soledade de Minas,MG,Prefeitura Municipal de Soledade de Minas,PM,3956,84.4988035097,0.37224142515,15.128955065,213,213,0.223344855,0
2896,3167905,Tabuleiro,MG,Prefeitura Municipal de Tabuleiro,PM,2705,95.7793409848,0.07404664939,4.146612366,146,146,0.04442799,0
2897,3168002,Taiobeiras,MG,Companhia de Saneamento de Minas Gerais,COPASA,27285,0,11.5043894653,58.745610535,1473,1069,27.430133679,29.75
2898,3168051,Taparuba,MG,Serviço Autônomo de Água e Esgoto de Taparuba,SAAE,1438,95.3024911032,0.2846975089,4.412811388,77,77,0.170818505,0
2899,3168101,Tapira,MG,Prefeitura Municipal de Tapira,PM,2952,86.1516034985,3.42565597668,10.422740525,159,156,2.055393586,0
2900,3168200,Tapiraí,MG,Prefeitura Municipal de Tapiraí,PM,1114,84.8847926267,4.97695852535,10.138248848,60,58,2.986175115,0
2901,3168309,Taquaraçu de Minas,MG,Companhia de Saneamento de Minas Gerais,COPASA,1841,62.849002849,12.5925925926,24.558404558,99,91,7.555555556,0
2902,3168408,Tarumirim,MG,Prefeitura Municipal de Tarumirim,PM,8234,67.7141788253,1.27197904976,31.013842125,444,441,0.76318743,0
2903,3168507,Teixeiras,MG,Prefeitura Municipal de Teixeiras,PM,7885,89.5316804408,0.64279155188,9.825528007,425,424,0.385674931,0
2904,3168606,Teófilo Otoni,MG,Companhia de Saneamento de Minas Gerais,COPASA,114424,0,1.24732003343,13.832679967,6178,2001,67.603862068,84.92
2905,3168705,Timóteo,MG,Companhia de Saneamento de Minas Gerais,COPASA,85888,92.851683842,0.49060697204,6.657709186,4637,4624,0.294364183,0
2906,3168804,Tiradentes,MG,Companhia de Saneamento de Minas Gerais,COPASA,5759,86.1049107143,4.2224702381,9.672619048,310,303,2.533482143,0
2907,3168903,Tiros,MG,Prefeitura Municipal de Tiros,PM,4849,96.220145379,2.47144340602,1.308411215,261,257,1.482866044,0
2908,3169000,Tocantins,MG,Prefeitura Municipal de Tocantins,PM,13456,93.3689673871,0.13169106825,6.499341545,726,726,0.079014641,0
2909,3169059,Tocos do Moji,MG,Prefeitura Municipal de Tocos do Moji,PM,1056,60.2161100196,0,39.78388998,57,57,0,0
2910,3169109,Toledo,MG,Prefeitura Municipal de Toledo,PM,2305,95.8447488584,0.50228310502,3.652968037,124,124,0.301369863,0
2911,3169208,Tombos,MG,Serviço Autônomo de Água e Esgoto,SAAE,7430,82.7282294133,2.65719547488,14.614575112,401,394,1.594317285,0
2912,3169307,Três Corações,MG,Companhia de Saneamento de Minas Gerais,COPASA,69417,95.5306413879,0.56512624191,3.90423237,3748,3735,0.339075745,0
2913,3169356,Três Marias,MG,Companhia de Saneamento de Minas Gerais,COPASA,29035,0,6.81818181818,15.041818182,1567,548,65.040109091,78.14
2914,3169406,Três Pontas,MG,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,48253,99,0.36300777874,0.636992221,2605,2599,0.217804667,0
2915,3169505,Tumiritinga,MG,Prefeitura Municipal de Tumiritinga,PM,4529,40.2729585936,6.75456858663,52.97247282,244,234,4.052741152,0
2916,3169604,Tupaciguara,MG,Departamento de Água e Esgoto de Tupaciguara,DAE,22938,97.722529716,0.58978314128,1.687687143,1238,1234,0.353869885,0
2917,3169703,Turmalina,MG,Companhia de Saneamento de Minas Gerais,COPASA,13684,0,3.07132910413,22.918670896,738,279,62.234206092,74.01
2918,3169802,Turvolândia,MG,Prefeitura Municipal de Turvolândia,PM,3059,87.7663230241,3.40206185567,8.83161512,165,161,2.041237113,0
2919,3169901,Ubá,MG,Prefeitura Municipal de Ubá,PM,104343,89.29185956,1.03343029211,9.674710148,5634,5599,0.620058175,0
2920,3170008,Ubaí,MG,Prefeitura Municipal de Ubaí,PM,5940,0.52956751986,0.30008826125,99.170344219,320,320,0.180052957,0
2921,3170057,Ubaporanga,MG,Prefeitura Municipal de Ubaporanga,PM,6673,84.4886540255,1.0724277277,14.438918247,360,358,0.643456637,0
2922,3170107,Uberaba,MG,Centro Operacional de Desenvolvimento e Saneamento de Uberaba,CODAU,308315,21.9978,0.40224483026,0.59775517,16649,5059,69.611270016,77.0022
2923,3170206,Uberlândia,MG,DMAE - Departamento Municipal de Água e Esgoto,DMAE,628743,0,0.73782578934,1.262174211,33952,2561,92.456430413,98
2924,3170305,Umburatiba,MG,Prefeitura Municipal de Umburatiba,PM,1582,90.5648267009,0.19255455713,9.242618742,85,85,0.115532734,0
2925,3170404,Unaí,MG,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,65646,0,9.2,0,3544,952,73.12968,90.8
2926,3170438,União de Minas,MG,Companhia de Saneamento de Minas Gerais,COPASA,2775,0,1.28393250183,2.216067498,149,48,67.429393517,96.5
2927,3170479,Uruana de Minas,MG,Prefeitura Municipal de Uruana de Minas,PM,1869,2.8602860286,13.9713971397,83.168316832,100,92,8.382838284,0
2928,3170503,Urucânia,MG,Prefeitura Municipal de Urucânia,PM,8170,93.7943015354,0.7299270073,4.278882457,441,439,0.437956204,1.19688900076
2929,3170529,Urucuia,MG,Prefeitura Municipal de Urucuia,PM,6781,0,0,0,366,54,85.07,100
2930,3170578,Vargem Alegre,MG,Prefeitura Municipal de Vargem Alegre,PM,4899,87.9270593167,0,12.072940683,264,264,0,0
2931,3170602,Vargem Bonita,MG,Prefeitura Municipal de Vargem Bonita,PM,1170,0,0,0,63,12,80,100
2932,3170651,Vargem Grande do Rio Pardo,MG,Prefeitura Municipal de Vargem Grande do Rio Pardo,PM,2528,0.78479966956,0.2478314746,98.967368856,136,136,0.148698885,0
2933,3170701,Varginha,MG,Companhia de Saneamento de Minas Gerais,COPASA,125888,0,0.40231477982,1.92768522,6797,2393,64.792692059,97.67
2934,3170750,Varjão de Minas,MG,Prefeitura Municipal de Varjão de Minas,PM,5439,0,0.03983270265,8.086038638,293,64,78.116908982,91.8741286596
2935,3170800,Várzea da Palma,MG,Companhia de Saneamento de Minas Gerais,COPASA,33404,0,1.2901989589,80.549801041,1803,1534,14.906231375,18.16
2936,3170909,Varzelândia,MG,Companhia de Saneamento de Minas Gerais,COPASA,10115,0,0.83108715184,82.758912848,546,486,10.897669291,16.41
2937,3171006,Vazante,MG,Companhia de Saneamento de Minas Gerais,COPASA,16551,0,0.29524467617,9.664755324,893,174,80.474818806,90.04
2938,3171030,Verdelândia,MG,Prefeitura Municipal de Verdelândia,PM,5064,28.3914321714,7.68584628307,63.922721546,273,260,4.61150777,0
2939,3171071,Veredinha,MG,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,3903,0,0.42451578668,15.99893871,210,210,0.254709472,83.5765455028
2940,3171105,Veríssimo,MG,Prefeitura Municipal de Veríssimo,PM,2183,94.3544428081,2.01276386843,3.632793324,117,116,1.207658321,0
2941,3171154,Vermelho Novo,MG,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,1919,86.8250539957,0.05399568035,13.120950324,103,103,0.032397408,0
2942,3171204,Vespasiano,MG,Companhia de Saneamento de Minas Gerais,COPASA,114365,0,9.2454581113,19.804541889,6175,1716,72.212313386,70.95
2943,3171303,Viçosa,MG,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,70965,85,1.20496248421,13.795037516,3832,3804,0.722977491,0
2944,3171402,Vieiras,MG,Prefeitura Municipal de Vieiras,PM,1882,88.5051268214,0,11.494873179,101,101,0,0
2945,3171501,Mathias Lobato,MG,Prefeitura Municipal de Mathias Lobato,PM,3093,80.7189542484,4.21568627451,15.065359477,167,162,2.529411765,0
2946,3171600,Virgem da Lapa,MG,Prefeitura Municipal de Virgem da Lapa,PM,7039,74.7660818713,0.52631578947,24.707602339,380,378,0.315789474,0
2947,3171709,Virgínia,MG,Prefeitura Municipal de Virgínia,PM,4046,93.9532520325,0.05081300813,5.995934959,218,218,0.030487805,0
2948,3171808,Virginópolis,MG,Prefeitura Municipal de Virginópolis,PM,6360,77.4323453608,0.04832474227,22.519329897,343,343,0.028994845,0
2949,3171907,Virgolândia,MG,Prefeitura Municipal de Virgolândia,PM,3439,0,3.64491475603,5.43797766,185,181,2.186948854,90.9171075838
2950,3172004,Visconde do Rio Branco,MG,Prefeitura Municipal de Visconde do Rio Branco,PM,33377,95.6755895475,0.38559592097,3.938814532,1802,1798,0.231357553,0
2951,3172103,Volta Grande,MG,Prefeitura Municipal de Volta Grande,PM,3943,85.7443450815,0.97317201473,13.282482904,212,211,0.583903209,0
2952,3172202,Wenceslau Braz,MG,Prefeitura Municipal de Wenceslau Braz,PM,1303,29.6062992126,0.31496062992,70.078740157,70,70,0.188976378,0
2953,3200102,Afonso Cláudio,ES,Companhia Espírito-Santense de Saneamento,CESAN,16600,80.0567644276,2.14443393251,17.79880164,896,884,1.28666036,0
2954,3200136,Águia Branca,ES,Companhia Espírito-Santense de Saneamento,CESAN,3220,89.7082923632,0.42608980662,9.86561783,173,173,0.255653884,0
2955,3200169,Água Doce do Norte,ES,Companhia Espírito-Santense de Saneamento,CESAN,6923,62.3078071354,1.26884609643,36.423346768,373,370,0.761307658,0
2956,3200201,Alegre,ES,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,21512,78.993120119,0.41837114169,20.588508739,1161,1158,0.251022685,0
2957,3200300,Alfredo Chaves,ES,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,6545,33.06,4.9961802903,38.00381971,353,287,18.558708174,23.94
2958,3200359,Alto Rio Novo,ES,Companhia Espírito-Santense de Saneamento,CESAN,4561,83.0827067669,0.56390977444,16.353383459,246,245,0.338345865,0
2959,3200409,Anchieta,ES,Companhia Espírito-Santense de Saneamento,CESAN,20255,18.0453,30.4003083531,48.599691647,1093,869,20.544851012,2.9547
2960,3200508,Apiacá,ES,Companhia Espírito-Santense de Saneamento,CESAN,5491,87.8526194588,3.08961811552,9.057762426,296,291,1.853770869,0
2961,3200607,Aracruz,ES,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,71451,64.6,3.64305608039,20.35694392,3858,3434,10.98258943,11.4
2962,3200706,Atilio Vivacqua,ES,Companhia Espírito-Santense de Saneamento,CESAN,6744,94.5062132112,1.07913669065,4.414650098,364,361,0.647482014,0
2963,3200805,Baixo Guandu,ES,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,22512,80.75,0.31538734897,14.684612651,1215,1179,2.951732409,4.25
2964,3200904,Barra de São Francisco,ES,Companhia Espírito-Santense de Saneamento,CESAN,28453,20.8764,1.44174223167,71.558257768,1536,1466,4.539205339,6.1236
2965,3201001,Boa Esperança,ES,Companhia Espírito-Santense de Saneamento,CESAN,10938,17.5509190351,4.37542728782,33.343099912,590,392,33.489338471,44.730553765
2966,3201100,Bom Jesus do Norte,ES,Companhia Espírito-Santense de Saneamento,CESAN,9267,0,0.26439820669,25.735601793,500,181,63.798638924,74
2967,3201159,Brejetuba,ES,Companhia Espírito-Santense de Saneamento,CESAN,3632,0,2.28337236534,23.214285714,196,76,60.971896956,74.5023419204
2968,3201209,Cachoeiro de Itapemirim,ES,Odebrecht Ambiental Unid. Cachoeiro,ODEBRECHT,173589,2,0,0,9373,1114,88.111479495,98
2969,3201308,Cariacica,ES,Companhia Espírito-Santense de Saneamento,CESAN,364012,9.3,4.37325814544,65.626741855,19656,15448,21.405831848,20.7
2970,3201407,Castelo,ES,Companhia Espírito-Santense de Saneamento,CESAN,23439,37.6,1.75551175689,4.244488243,1265,645,48.993307054,56.4
2971,3201506,Colatina,ES,Sevico Colatinense de Meio Ambiente e Saneamento Ambiental,SANEAR,98395,95.06,1.64845774684,0.351542253,5313,5148,3.105874648,2.94
2972,3201605,Conceição da Barra,ES,Companhia Espírito-Santense de Saneamento,CESAN,24329,22.9324473976,14.0598006645,63.007751938,1313,1202,8.435880399,0
2973,3201704,Conceição do Castelo,ES,Companhia Espírito-Santense de Saneamento,CESAN,6351,64.6320786707,7.7992539844,27.568667345,342,326,4.679552391,0
2974,3201803,Divino de São Lourenço,ES,Companhia Espírito-Santense de Saneamento,CESAN,1808,68.4270952928,0.51664753157,31.056257176,97,97,0.309988519,0
2975,3201902,Domingos Martins,ES,Companhia Espírito-Santense de Saneamento,CESAN,8279,6.3,3.04870171812,33.951298282,447,225,49.457221031,56.7
2976,3202009,Dores do Rio Preto,ES,Companhia Espírito-Santense de Saneamento,CESAN,3785,88.102621934,0.93036368762,10.967014378,204,203,0.558218213,0
2977,3202108,Ecoporanga,ES,Companhia Espírito-Santense de Saneamento,CESAN,15489,62.1625279112,3.70796400298,34.129508086,836,817,2.224778402,0
2978,3202207,Fundão,ES,Companhia Espírito-Santense de Saneamento,CESAN,16195,0,5.75184309362,57.295868688,874,601,31.16532202,36.9522882181
2979,3202256,Governador Lindenberg,ES,Serviço Autônomo de Água e Esgoto,SAAE,4226,0,5.22953147184,19.770468528,228,96,57.887718883,75
2980,3202306,Guaçuí,ES,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,22401,84.4560510691,0.94638632204,14.597562609,1209,1202,0.567831793,0
2981,3202405,Guarapari,ES,Companhia Espírito-Santense de Saneamento,CESAN,111023,4.95,12.626332962,32.373667038,5995,2667,55.507201059,50.05
2982,3202454,Ibatiba,ES,Companhia Espírito-Santense de Saneamento,CESAN,14699,82.0376737928,0.47092240993,17.491403797,793,791,0.282553446,0
2983,3202504,Ibiraçu,ES,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,8466,69.6,0.49610205528,12.503897945,457,396,13.347661233,17.4
2984,3202553,Ibitirama,ES,Serviço Autônomo de Água e Esgoto,SAAE,3177,84.9543594586,0.31476235442,14.730878187,171,171,0.188857413,0
2985,3202603,Iconha,ES,SAAE-Serviço Autônomo de Água e Esgoto,SAAE,7277,54,10,0,392,266,32.24,36
